@relation 'participant_frames-weka.filters.unsupervised.attribute.Remove-R11,14-weka.filters.unsupervised.attribute.NumericToNominal-R3-weka.filters.unsupervised.attribute.NumericToNominal-R13'

@attribute pos_x numeric
@attribute pos_y numeric
@attribute win {0,1}
@attribute creepScore numeric
@attribute currentGold numeric
@attribute dominionScore numeric
@attribute experience numeric
@attribute goldEarned numeric
@attribute level numeric
@attribute neutralMinionsKilled numeric
@attribute teamScore numeric
@attribute timestamp numeric
@attribute match_id {2756265176,2757139247,2757164302,2757334493,2757344038,2757414373,2757417224,2757609008,2757642400,2758041096,2758738837,2759000499,2759024018,2759132098,2759257697,2759613856,2760780298,2760805828,2760983874,2761203040,2761508815,2761535163,2761581064,2762055944,2762618574,2762672413,2762809550,2762963668,2762970456,2763075278,2763080214,2763103230,2763311679,2763479458,2763723582,2763729769,2764594237,2764635104,2765037739,2765041388,2765190575,2765204302,2765274654,2766198879,2766200653,2766207237,2766245793,2766277226,2766317613,2766512763,2766636847,2766642876,2766660805,2767165103,2767223252,2767314058,2767661638,2767929394,2767953131,2768692833,2768712962,2768730195,2768840944,2768846775,2769543405,2769947436,2773183952,2773245307,2773281606,2773350542,2773785286,2773796546,2774329014,2774345053,2774503426,2775672587,2776231566,2776236159,2776372004,2776479368,2776625098,2777096611,2777113081,2777223671,2777227606,2779807654,2780058562,2780207203,2780486208,2780499000,2780514036,2781020595,2781047893,2781080620,2781359891,2781861999,2781987720,2782092079,2782971556,2842707542}

@data
561,361,0,0,500,0,500,500,3,0,0,0.159,2757417224
351,293,0,0,500,0,500,500,3,0,0,0.159,2757417224
222,471,0,0,500,0,500,500,3,0,0,0.159,2757417224
311,649,0,0,500,0,500,500,3,0,0,0.159,2757417224
14486,14511,1,0,500,0,500,500,3,0,0,0.159,2757417224
14486,14291,1,0,500,0,500,500,3,0,0,0.159,2757417224
14277,14223,1,0,500,0,500,500,3,0,0,0.159,2757417224
14148,14401,1,0,500,0,500,500,3,0,0,0.159,2757417224
2654,13483,0,0,0,0,500,500,3,0,0,60.168,2757417224
10438,1455,0,0,0,0,500,500,3,0,0,60.168,2757417224
4510,12066,0,0,0,0,500,500,3,0,0,60.168,2757417224
10358,1272,0,0,0,0,500,500,3,0,0,60.168,2757417224
6448,6420,0,0,0,0,500,500,3,0,0,60.168,2757417224
4789,13178,1,0,0,0,500,500,3,0,0,60.168,2757417224
4960,13848,1,0,0,0,500,500,3,0,0,60.168,2757417224
8294,7893,1,0,0,0,500,500,3,0,0,60.168,2757417224
13508,2700,1,0,0,0,500,500,3,0,0,60.168,2757417224
1267,12560,0,0,1,0,653,501,3,0,0,120.198,2757417224
12481,1615,0,0,1,0,502,501,3,0,0,120.198,2757417224
1598,13114,0,0,1,0,653,501,3,0,0,120.198,2757417224
13019,1978,0,0,1,0,502,501,3,0,0,120.198,2757417224
6570,6240,0,3,104,0,877,604,3,0,0,120.198,2757417224
2584,13451,1,0,1,0,602,501,3,0,0,120.198,2757417224
2737,12977,1,1,35,0,602,535,3,0,0,120.198,2757417224
7133,7006,1,4,132,0,877,632,3,0,0,120.198,2757417224
13034,1994,1,1,35,0,715,535,3,0,0,120.198,2757417224
2145,12625,0,5,528,0,1499,1028,4,0,0,180.2,2757417224
12192,1893,0,3,340,0,971,839,3,0,0,180.2,2757417224
2557,12634,0,5,832,0,1499,1332,4,0,0,180.2,2757417224
12338,1689,0,6,450,0,1412,950,4,0,0,180.2,2757417224
5687,5919,0,5,388,0,1892,888,5,0,0,180.2,2757417224
3313,12916,1,6,419,0,1433,919,4,0,0,180.2,2757417224
3245,12874,1,2,209,0,874,784,3,0,0,180.2,2757417224
6763,6769,1,13,644,0,1987,1144,5,0,0,180.2,2757417224
13491,6241,1,2,133,0,1402,1833,4,0,0,180.2,2757417224
2075,12319,0,7,499,0,2342,1534,5,0,0,240.232,2757417224
10934,945,0,5,611,0,1568,1111,4,0,0,240.232,2757417224
2326,12244,0,6,747,0,2150,2032,5,0,0,240.232,2757417224
11256,1622,0,8,734,0,2010,1234,5,0,0,240.232,2757417224
394,461,0,6,35,0,2603,1135,6,0,0,240.232,2757417224
2574,12498,1,8,249,0,2068,1199,5,0,0,240.232,2757417224
3844,13045,1,6,118,0,1634,1128,4,0,0,240.232,2757417224
8283,8279,1,22,57,0,2978,1657,6,0,0,240.232,2757417224
12097,1391,1,12,706,0,2272,2406,5,0,0,240.232,2757417224
1723,10406,0,12,911,0,3134,1946,6,0,0,300.256,2757417224
10107,1386,0,7,889,0,2497,1389,6,0,0,300.256,2757417224
697,2863,0,7,249,0,2698,2284,6,0,0,300.256,2757417224
10937,892,0,9,42,0,2611,1492,6,0,0,300.256,2757417224
6319,6302,0,9,348,0,3636,1448,7,0,0,300.256,2757417224
2262,11730,1,8,495,0,2308,1445,5,0,0,300.256,2757417224
1584,11328,1,10,962,0,2785,1972,6,0,0,300.256,2757417224
8060,7404,1,31,594,0,4088,2194,8,0,0,300.256,2757417224
11129,970,1,21,1726,0,3295,3426,7,0,0,300.256,2757417224
4832,8218,0,17,360,0,3791,2360,7,0,0,360.269,2757417224
13706,3431,0,11,1256,0,3502,1756,7,0,0,360.269,2757417224
1214,11572,0,11,1044,0,3825,3079,7,0,0,360.269,2757417224
13505,3610,0,14,467,0,3318,1917,7,0,0,360.269,2757417224
1736,1319,0,10,100,0,4251,1700,8,0,0,360.269,2757417224
4200,9443,1,12,31,0,3145,2016,6,0,0,360.269,2757417224
4071,13076,1,14,265,0,3564,2790,7,0,0,360.269,2757417224
10779,11040,1,43,405,0,5699,3290,9,0,0,360.269,2757417224
14044,13025,1,25,171,0,3779,3771,7,0,0,360.269,2757417224
2219,12941,0,21,1188,0,4721,3189,8,0,0,420.299,2757417224
4799,828,0,12,237,0,3792,2037,7,0,0,420.299,2757417224
2607,12774,0,14,1613,0,4957,3648,8,0,0,420.299,2757417224
11438,1098,0,15,105,0,3686,2205,7,0,0,420.299,2757417224
6119,6347,0,14,479,0,5087,2079,9,0,0,420.299,2757417224
4061,13028,1,13,217,0,3617,2267,7,0,0,420.299,2757417224
9004,13748,1,22,92,0,4395,3302,8,0,0,420.299,2757417224
7898,7517,1,52,922,0,6612,3807,10,0,0,420.299,2757417224
10878,1556,1,28,847,0,4613,4447,8,0,0,420.299,2757417224
1347,8701,0,23,1468,0,5439,3468,9,0,0,480.315,2757417224
6928,967,0,13,486,0,4131,2286,8,0,0,480.315,2757417224
3381,10687,0,17,163,0,5473,3963,9,0,0,480.315,2757417224
6844,1684,0,15,327,0,4567,2427,8,0,0,480.315,2757417224
414,564,0,14,296,0,5679,2296,9,0,0,480.315,2757417224
1428,10880,1,15,925,0,4756,2975,8,0,0,480.315,2757417224
1803,11176,1,27,1176,0,5534,4386,9,0,0,480.315,2757417224
6867,6840,1,69,2636,0,8544,5521,11,0,0,480.315,2757417224
8033,1038,1,39,2353,0,5847,5953,9,0,0,480.315,2757417224
5727,6070,0,28,692,0,6049,3977,9,0,0,540.324,2757417224
13103,2267,0,24,1889,0,5885,3689,9,0,0,540.324,2757417224
1260,12137,0,17,169,0,5713,4269,9,0,0,540.324,2757417224
394,461,0,18,1449,0,6283,3549,10,0,0,540.324,2757417224
1869,12461,0,18,739,0,6586,2739,10,0,0,540.324,2757417224
2922,12816,1,17,172,0,5291,3257,9,0,0,540.324,2757417224
2627,12733,1,32,496,0,6069,4771,9,0,0,540.324,2757417224
3898,10201,1,73,567,0,9279,5902,12,0,0,540.324,2757417224
13579,5936,1,39,180,0,6087,6170,9,0,0,540.324,2757417224
820,10522,0,29,26,0,6867,4226,10,0,0,600.357,2757417224
9244,2236,0,24,306,0,6125,3906,10,0,0,600.357,2757417224
3547,967,0,17,386,0,5984,4486,9,0,0,600.357,2757417224
9199,2231,0,18,372,0,6523,3772,10,0,0,600.357,2757417224
1452,3275,0,18,456,0,6858,2956,10,0,0,600.357,2757417224
1640,10077,1,22,1419,0,6651,4504,10,0,0,600.357,2757417224
1274,9769,1,37,1665,0,7428,5940,11,0,0,600.357,2757417224
1390,9859,1,74,1993,0,10239,7328,13,0,0,600.357,2757417224
7646,806,1,52,1833,0,8044,7823,11,0,0,600.357,2757417224
8594,4956,0,29,242,0,7470,4442,11,0,0,660.377,2757417224
10974,1579,0,37,657,0,7322,4557,11,0,0,660.377,2757417224
7198,6764,0,25,1090,0,6962,5190,10,0,0,660.377,2757417224
7626,6760,0,18,1064,0,7132,4464,10,0,0,660.377,2757417224
8736,5782,0,20,736,0,7650,3236,11,0,0,660.377,2757417224
9780,7387,1,24,101,0,7286,4931,10,4,0,660.377,2757417224
8040,7421,1,40,478,0,7883,6253,11,0,0,660.377,2757417224
8905,7619,1,80,2408,0,11290,7743,13,0,0,660.377,2757417224
9599,5407,1,52,1306,0,8464,8146,11,4,0,660.377,2757417224
3376,2872,0,29,458,0,7760,4658,11,0,0,720.393,2757417224
8031,1874,0,37,374,0,7562,4774,11,0,0,720.393,2757417224
3400,2660,0,25,57,0,7312,5407,11,0,0,720.393,2757417224
2879,2634,0,18,687,0,7435,4687,11,0,0,720.393,2757417224
2784,3382,0,20,353,0,7941,3453,11,0,0,720.393,2757417224
4187,3838,1,31,1077,0,8601,5907,12,4,0,720.393,2757417224
4310,4135,1,43,1886,0,9609,7661,12,0,0,720.393,2757417224
4102,4186,1,84,775,0,11940,8275,14,0,0,720.393,2757417224
12798,3044,1,61,3233,0,10407,10073,13,4,0,720.393,2757417224
1074,2835,0,33,350,0,8473,4999,11,0,0,780.417,2757417224
394,461,0,37,591,0,7802,4991,11,0,0,780.417,2757417224
3614,4196,0,26,309,0,7771,5659,11,0,0,780.417,2757417224
272,454,0,19,946,0,7801,4946,11,0,0,780.417,2757417224
1186,1964,0,22,335,0,8307,3735,11,0,0,780.417,2757417224
1733,3067,1,36,2158,0,9923,6988,12,4,0,780.417,2757417224
1894,3218,1,43,2990,0,10793,8765,13,0,0,780.417,2757417224
6684,6477,1,84,301,0,12526,9001,14,0,0,780.417,2757417224
3971,3556,1,61,749,0,10647,10439,13,4,0,780.417,2757417224
3641,1147,0,33,358,0,8876,5307,12,0,0,840.444,2757417224
8886,1236,0,47,630,0,8899,5630,12,0,0,840.444,2757417224
2889,910,0,26,316,0,8146,5966,11,0,0,840.444,2757417224
2144,2255,0,19,728,0,9860,5728,12,0,0,840.444,2757417224
394,461,0,24,259,0,8666,4109,12,0,0,840.444,2757417224
4576,1606,1,38,2920,0,11020,7750,13,4,0,840.444,2757417224
4370,1108,1,44,3540,0,11828,9315,14,0,0,840.444,2757417224
7077,1383,1,86,671,0,13426,9371,15,0,0,840.444,2757417224
1385,4269,1,71,1407,0,11577,11097,14,4,0,840.444,2757417224
3434,2145,0,37,392,0,9631,5692,12,0,0,900.464,2757417224
394,461,0,47,847,0,9139,5847,12,0,0,900.464,2757417224
275,455,0,27,566,0,8507,6215,11,0,0,900.464,2757417224
4573,1555,0,20,161,0,10660,5960,13,0,0,900.464,2757417224
240,561,0,24,126,0,9089,4326,12,0,0,900.464,2757417224
14340,14391,1,41,3681,0,12070,8511,14,4,0,900.464,2757417224
11825,11264,1,44,238,0,12552,10063,14,0,0,900.464,2757417224
4869,1611,1,91,1376,0,14537,10076,15,0,0,900.464,2757417224
9200,8725,1,71,733,0,11817,11463,14,4,0,900.464,2757417224
3583,1028,0,50,592,0,10863,6342,13,0,0,960.468,2757417224
3879,4620,0,51,326,0,9943,6201,12,0,0,960.468,2757417224
1820,1404,0,36,329,0,9709,6779,12,0,0,960.468,2757417224
1456,3204,0,28,689,0,11538,6489,14,0,0,960.468,2757417224
3915,4526,0,27,447,0,10206,4647,13,0,0,960.468,2757417224
11488,5669,1,41,494,0,12442,8759,14,8,0,960.468,2757417224
10388,12119,1,44,454,0,12923,10279,14,0,0,960.468,2757417224
5072,9222,1,91,302,0,14777,10292,16,0,0,960.468,2757417224
9200,8725,1,71,949,0,12057,11679,14,4,0,960.468,2757417224
3829,3897,0,53,260,0,11598,6660,14,0,0,1020.481,2757417224
3596,8816,0,55,676,0,10676,6551,13,0,0,1020.481,2757417224
3475,7996,0,36,652,0,10129,7102,13,4,0,1020.481,2757417224
5987,4176,0,28,461,0,11778,6711,14,0,0,1020.481,2757417224
3869,7175,0,29,771,0,10702,4971,13,0,0,1020.481,2757417224
5658,5175,1,41,330,0,12682,8975,14,8,0,1020.481,2757417224
2952,7544,1,44,880,0,13509,10705,15,1,0,1020.481,2757417224
4654,5907,1,91,579,0,15183,10569,16,0,0,1020.481,2757417224
2878,7382,1,74,1264,0,12566,11994,14,4,0,1020.481,2757417224
440,431,0,71,548,0,12538,7538,14,0,0,1080.502,2757417224
462,609,0,55,93,0,10916,6768,13,0,0,1080.502,2757417224
5915,11357,0,36,219,0,10369,7319,13,4,0,1080.502,2757417224
1618,7113,0,31,73,0,12563,7073,14,0,0,1080.502,2757417224
3746,4145,0,32,256,0,11217,5331,13,0,0,1080.502,2757417224
8992,13126,1,41,133,0,13682,9523,15,12,0,1080.502,2757417224
14340,14391,1,53,1245,0,15226,11610,16,1,0,1080.502,2757417224
14340,14391,1,91,340,0,16520,11180,17,0,0,1080.502,2757417224
13467,8021,1,74,582,0,13733,12762,15,4,0,1080.502,2757417224
4194,1798,0,76,579,0,13155,8018,15,0,0,1140.533,2757417224
13710,3557,0,55,402,0,11158,7077,13,0,0,1140.533,2757417224
4962,3088,0,45,948,0,11876,8047,14,4,0,1140.533,2757417224
4805,2757,0,31,520,0,13414,7519,15,0,0,1140.533,2757417224
4834,5850,0,38,1363,0,12784,6438,14,4,0,1140.533,2757417224
5670,1497,1,42,683,0,14602,10073,15,12,0,1140.533,2757417224
5820,1422,1,59,915,0,16762,12530,17,1,0,1140.533,2757417224
5852,1644,1,97,888,0,17139,11728,17,0,0,1140.533,2757417224
7551,8315,1,87,908,0,15325,13938,16,8,0,1140.533,2757417224
2097,1406,0,77,475,0,13546,8264,15,0,0,1200.547,2757417224
5556,764,0,61,393,0,11843,7493,14,0,0,1200.547,2757417224
1794,1069,0,47,1237,0,12865,8337,14,4,0,1200.547,2757417224
394,461,0,31,743,0,13654,7742,15,0,0,1200.547,2757417224
1589,1069,0,46,554,0,13965,6928,15,4,0,1200.547,2757417224
3058,1778,1,43,1154,0,16088,10544,16,12,0,1200.547,2757417224
2781,1389,1,66,1985,0,18051,13600,17,1,0,1200.547,2757417224
2663,1417,1,98,1746,0,18484,12586,18,0,0,1200.547,2757417224
14340,14391,1,95,1433,0,16177,14462,16,8,0,1200.547,2757417224
0,0,0,77,-1852,0,13706,8408,15,0,0,1260.547,2757417224
0,0,0,61,238,0,12003,7638,14,0,0,1260.547,2757417224
0,0,0,47,1381,0,13025,8481,15,4,0,1260.547,2757417224
0,0,0,31,891,0,13862,7891,15,0,0,1260.547,2757417224
0,0,0,46,698,0,14125,7073,15,4,0,1260.547,2757417224
0,0,1,46,1375,0,17031,11110,17,12,0,1260.547,2757417224
0,0,1,66,2670,0,18940,14495,18,1,0,1260.547,2757417224
0,0,1,103,2602,0,19369,13602,18,0,0,1260.547,2757417224
0,0,1,95,1486,0,16337,14756,16,8,0,1260.547,2757417224
561,581,1,0,500,0,500,500,3,0,0,0.162,2757414373
561,361,0,0,500,0,500,500,3,0,0,0.162,2757414373
351,293,0,0,500,0,500,500,3,0,0,0.162,2757414373
222,471,0,0,500,0,500,500,3,0,0,0.162,2757414373
311,649,0,0,500,0,500,500,3,0,0,0.162,2757414373
14486,14511,1,0,500,0,500,500,3,0,0,0.162,2757414373
14486,14291,1,0,500,0,500,500,3,0,0,0.162,2757414373
14277,14223,1,0,500,0,500,500,3,0,0,0.162,2757414373
14148,14401,0,0,500,0,500,500,3,0,0,0.162,2757414373
13372,2208,1,0,0,0,500,500,3,0,0,60.192,2757414373
13490,2649,0,0,0,0,500,500,3,0,0,60.192,2757414373
394,461,0,0,1,0,500,501,3,0,0,60.192,2757414373
480,901,0,0,0,0,500,500,3,0,0,60.192,2757414373
8642,4621,0,0,0,0,500,500,3,0,0,60.192,2757414373
7773,7964,1,0,0,0,500,500,3,0,0,60.192,2757414373
5218,9283,1,0,95,0,556,595,3,0,0,60.192,2757414373
